domain,window,cohort,avg_specificity,client_keys,demonstrated_combo,demonstrated_depth,hhi_channel,hhi_craft,hhi_geo,hhi_industry,hhi_job,hhi_model,hhi_stage,inc_n_stated_channel,inc_n_stated_craft,inc_n_stated_geo,inc_n_stated_industry,inc_n_stated_job,inc_n_stated_model,inc_n_stated_stage,inc_top1_channel,inc_top1_craft,inc_top1_geo,inc_top1_industry,inc_top1_job,inc_top1_model,inc_top1_stage,n_anonymous_rows,n_carried,n_case_rows,n_distinct_clients,n_dropped,n_new_clients,n_stated_channel,n_stated_craft,n_stated_geo,n_stated_industry,n_stated_job,n_stated_model,n_stated_stage,pivot_year,share_full_page,share_numeric,top1_channel,top1_craft,top1_geo,top1_industry,top1_job,top1_model,top1_stage,topbucket_channel,topbucket_craft,topbucket_geo,topbucket_industry,topbucket_job,topbucket_model,topbucket_stage,truncated
crossmediahouse.nl,after,control,2.737,abcautoonderdelen;armdoors;autovaneerde;bluesakura;casae;checkkozijn;dimpact;ecofry;equilin;eriks;eureleaf;expandior;follyfoam;globusnurserymachines;homimakelaarstwente;lammertinkspecializedinporsche;lefigaro;marcelkonmakelaardij;mrblocks;naturalsenz;nijhofsafety;petsco;pharmahermetic;poolmanagement;prosenectute;scholzbenelux;schroeffunderingnl;senzora;socranova;sunchip;textowntigers;tijhuis;tulpkeukens;valvoline;vcare;verbeekfluidsolutions;zontopper;zorgaccent,,0,0.117,0.295,0.235,0.099,0.166,0.188,1.0,7,14,4,11,7,4,0,0.429,0.357,0.5,0.182,0.286,0.25,,0,19,61,38,1,19,18,32,19,29,21,8,1,2024,0.632,0.342,0.167,0.406,0.316,0.138,0.238,0.25,1.0,Multi-channel & omnichannel,Website & webdesign,Nederlandse stad of plaats,Manufacturing & industrial,"Merk, huisstijl & verhaal",Webshop consumenten (D2C),Omvang in cijfers,False
2ndchapter.nl,after,control,1.4,camperverhuurkatwijk;gezondheidscentrumzeehos;habanabeach;hotelderijpereilanden;iamit;katwijksmuseum;northactionsports;popupsurfshop;sandifort;verdeaflowersplants,craft+geo,2,1.0,0.625,0.556,0.25,,,,1,3,2,4,0,0,0,1.0,0.667,1.0,0.25,,,,0,2,10,10,8,8,1,4,3,4,0,0,0,2025,0.0,0.0,1.0,0.75,0.667,0.25,,,,Webshop & e-commerceplatform,Website & webdesign,Nederlandse stad of plaats,Business & professional services,,,,True
2youmarketing.nl,before,control,3.5,anpv;deopenbarewerkplaats,,0,0.5,0.5,1.0,0.5,0.5,,1.0,,,,,,,,,,,,,,,0,,2,2,,,2,2,2,2,2,0,1,2025,1.0,0.5,0.5,0.5,1.0,0.5,0.5,,1.0,Social media organisch,Campagnes & creatieve concepten,Nederlandse stad of plaats,Government & public sector,"Leden, leerlingen & donateurs werven",,Omvang in cijfers,False
2youmarketing.nl,after,control,1.833,anpv;bravesalessolutions;deopenbarewerkplaats;rsfinance;thebigdatachef;verzuimpartners,craft+channel,2,0.556,0.5,1.0,0.5,0.5,1.0,1.0,1,4,0,0,0,0,0,1.0,0.75,,,,,,0,2,10,6,0,4,3,6,2,2,2,1,1,2025,0.333,0.167,0.667,0.667,1.0,0.5,0.5,1.0,1.0,Website & CMS,Website & webdesign,Nederlandse stad of plaats,Government & public sector,"Leden, leerlingen & donateurs werven",Webshop consumenten (D2C),Omvang in cijfers,False
delucro.nl,before,control,1.0,alzheimerzorgnederland;christmaswinkelnl;depalletvriend;helloflex;hydrauflushinternational;minersnederland;palmveineurope;virtupply;werkkampioen;wiseq,craft,1,,0.54,1.0,,,1.0,,,,,,,,,,,,,,,,0,,20,10,,,0,10,1,0,0,1,0,2024,0.0,0.0,,0.7,1.0,,,1.0,,,Website & webdesign,Europa,,,Webshop consumenten (D2C),,True
2manydots.nl,before,control,2.111,allsolutions;avia;avianederland;bonheurhoreca;deleyhoeve;gstar;lowan;omroepbrabant;omroepbrabantreclame;screenlink;smctilburg;stichtingamberalerteurope;teekenskarstens;teleperformance;teleperformancebenelux;univers;vendor;vivisol,,0,0.222,0.286,0.278,0.124,0.222,0.5,1.0,,,,,,,,,,,,,,,0,,28,18,,,6,14,6,11,6,2,2,2023,0.333,0.111,0.333,0.357,0.333,0.182,0.333,0.5,1.0,Website & CMS,Website & webdesign,Internationaal / wereldwijd,"Media, culture & entertainment",Personeel werven & werkgeversmerk,Gemengd,Omvang in cijfers,False
adfarm.nl,before,control,2.0,socialstickernl,,0,,1.0,,,,,,,,,,,,,,,,,,,,0,,1,1,,,0,1,0,0,0,0,0,2024,0.0,1.0,,1.0,,,,,,,"Online marketing, performance & CRO",,,,,,False
adfarm.nl,after,control,1.143,bowinqnederland;gbomheining;jenstemebel;luczaaijer;martijntekampe;myfittwear;snelrijbewijskeurennl;socialstickernl;tattforaweek;veiligopleiden;vinup;vosdakprojecten;wesleybijmolt;witteveen,,0,0.36,0.2,,1.0,1.0,1.0,,5,9,0,1,1,2,0,0.4,0.222,,1.0,1.0,1.0,,0,1,14,14,0,13,5,10,0,1,1,2,0,2024,0.0,0.071,0.4,0.3,,1.0,1.0,1.0,,"SEA, display & overige paid advertising",Website & webdesign,,"Construction, real estate & housing",Advertenties & campagnes renderen niet,Webshop consumenten (D2C),,False
creja.nl,before,control,1.933,anwb;bip;dectdirect;farmhouse;hva;lis;orgx;provalu;simstudio;universiteitleiden;vanderkolklegal;vdkl;veliche;verwonderomdehoek;woondienstenaarwoude,craft+job,2,,0.467,1.0,0.28,0.375,1.0,,,,,,,,,,,,,,,,2,,24,15,,,0,15,1,5,4,1,0,2024,0.533,0.0,,0.667,1.0,0.4,0.5,1.0,,,Branding & huisstijl,Internationaal / wereldwijd,"Food, beverage & agriculture","Merk, huisstijl & verhaal",Zakelijke afnemers (B2B),,False
artofadvertising.nl,before,control,1.25,draityachtsnl;joey;johanschuttert;woutbouwman,craft,1,,0.556,,1.0,1.0,,,,,,,,,,,,,,,,,0,,4,4,,,0,3,0,1,1,0,0,2023,0.0,0.0,,0.667,,1.0,1.0,,,,Campagnes & creatieve concepten,,"Hospitality, tourism, sports & recreation",Personeel werven & werkgeversmerk,,,False
artofadvertising.nl,after,control,2.75,dbtenergie;dbtenergietransformatorstations;greatwaves;mitsubishiforklifttrucks;templaribenelux;vandervalkgroningenhoogkerk;vandervalkhotels;voys,job+model,2,0.36,0.306,0.5,0.265,0.51,1.0,0.5,4,6,2,6,6,5,2,0.5,0.5,0.5,0.333,0.5,1.0,0.5,0,0,15,8,4,8,5,7,2,7,7,6,2,2023,0.625,0.25,0.4,0.429,0.5,0.286,0.571,1.0,0.5,"E-mail, CRM & marketing automation","Outcome-verkoop (leads, omzet, groei)",Heel Nederland (landelijk),"Software, IT & telecom","Meer leads, aanvragen & verkoop",Zakelijke afnemers (B2B),MKB / middelgroot,True
createthebrand.nl,after,control,2.0,bodytec;bodytecalmere;bon;daveroelvink;denbreejen;etrias;growdigital;growfield;jachthavenbonvinkeveen;janvertonghen;metalionkingdom;mlk;playmental;playmentalfoundation;uda;uniteddancealmere;veldmanpouw,craft+geo,2,1.0,0.883,1.0,0.156,1.0,,1.0,0,0,0,0,0,0,0,,,,,,,,0,17,34,17,0,0,2,16,3,8,2,0,1,2025,0.529,0.0,1.0,0.938,1.0,0.25,1.0,,1.0,Social media organisch,Branding & huisstijl,Nederlandse stad of plaats,"Hospitality, tourism, sports & recreation","Merk, huisstijl & verhaal",,Startup / jong / groeiend,True
creatievecampagnes.nl,before,narrower,2.0,mmdeli;noototheek;uwbloemenmannl,industry,1,,,,0.556,,,,,,,,,,,,,,,,,,0,,3,3,,,0,0,0,3,0,0,0,2025,0.0,0.0,,,,0.667,,,,,,,"Food, beverage & agriculture",,,,True
brandfirm.nl,before,narrower,1.2,autoverhuur;dereddingsbrigade;ecarnavalskleding;goosevpn;ibizamode;ipcamshop;jorisblokker;nmbrs;thephonelab;wietekemiele,craft+channel,2,0.722,0.469,,1.0,1.0,,,,,,,,,,,,,,,,,0,,10,10,,,6,8,0,1,1,0,0,2020,0.0,0.1,0.833,0.625,,1.0,1.0,,,SEO & organische vindbaarheid,SEO & vindbaarheid,,"Nonprofits, charities & associations","Leden, leerlingen & donateurs werven",,,True
fruto.nl,before,narrower,1.517,ahra;algemenewaterschapspartij;atcmatch;boulder;broshuis;byzero;ccileidingsystemen;cvrdfashion;desq;djarmndo;eerstewoordjesleren;etbvandebeek;highteanl;hoefsmederijkruijsse;horecazonweringnederland;jouwballonnen;kalverliefde;meyra;nickcatsburg;otteinfra;overgaauwadvies;petrollo;praktijk2c;royaldesign;scribes;sleperschilderwerken;stichtingphiladelphiazorg;triathlonvathorst;vanwijkvastgoedonderhoud,craft+model+geo,3,,0.399,1.0,0.12,,1.0,1.0,,,,,,,,,,,,,,,1,,31,29,,,0,26,17,10,0,5,1,2020,0.0,0.0,,0.577,1.0,0.2,,1.0,1.0,,Website & webdesign,Nederlandse stad of plaats,"Construction, real estate & housing",,Webshop consumenten (D2C),Groot / corporate / marktleider,False
diezign.nl,after,control,1.2,dordtsport;ijhcdordrechtlions;lotstrots;nutridynamics;swartwebdesignmhmediaoplossingen,,0,,1.0,,1.0,,,,0,2,0,1,0,0,0,,1.0,,1.0,,,,0,0,5,5,2,5,0,2,0,1,0,0,0,2020,0.0,0.0,,1.0,,1.0,,,,,"Grafisch ontwerp, drukwerk & print",,"Hospitality, tourism, sports & recreation",,,,False
digibit.nl,before,control,1.0,airtempheattechnology;autobedrijfvannieuwenhoven;dpsfashion;green2go;innerka;kdsstansvormen;mobitexpeterschaap;monumentenwachtlimburg;salonpurecolor;schietsportverenigingsurete;sociteitdeclub;stadsgildesintecatharina1480;stichtingbredero;stichtinglimburgsekastelen;taxigeeretsdeleeuw;voetbalverenigingdesm;weertcollecteert,craft+channel,2,0.5,1.0,,,,,,,,,,,,,,,,,,,,0,,34,17,,,6,17,0,0,0,0,0,2025,0.0,0.0,0.667,1.0,,,,,,SEO & organische vindbaarheid,Website & webdesign,,,,,,True
digibit.nl,after,control,1.0,airtempheattechnology;autobedrijfvannieuwenhoven;dpsfashion;green2go;innerka;kdsstansvormen;mobitexpeterschaap;monumentenwachtlimburg;salonpurecolor;schietsportverenigingsurete;sociteitdeclub;stadsgildesintecatharina1480;stichtingbredero;stichtinglimburgsekastelen;taxigeeretsdeleeuw;voetbalverenigingdesm;weertcollecteert,craft+channel,2,0.5,1.0,,,,,,0,0,0,0,0,0,0,,,,,,,,0,17,34,17,0,0,6,17,0,0,0,0,0,2025,0.0,0.0,0.667,1.0,,,,,,SEO & organische vindbaarheid,Website & webdesign,,,,,,True
dbk.nl,before,control,1.65,carscolacoins;corendon;corendonhotelsresorts;dansk;dansknl;dehaanadvocatenennotarissen;dehaanadvocatennotarissen;dolfinarium;easysit;evillage;kenonz;medprevent;mijngascorenl;osdorpplein;panalytical;qps;spoedtestnl;umcg;waqosta;westcordhotels,channel,1,0.556,0.242,0.333,0.25,1.0,1.0,1.0,,,,,,,,,,,,,,,2,,26,20,,,3,16,3,8,1,1,1,2023,0.05,0.15,0.667,0.375,0.333,0.375,1.0,1.0,1.0,"SEA, display & overige paid advertising",Website & webdesign,Regionaal (binnen Nederland),"Hospitality, tourism, sports & recreation",Website verouderd of nieuw nodig,Zakelijke afnemers (B2B),Groot / corporate / marktleider,False
afdelingonline.nl,after,control,2.481,barnwoodweb;bibliotheeknieuwestijl;bovagfiets;brabantserfgoed;brabantstad;brabantwater;bravo;cheeriot;creativityworldforum2019;cubordsignmakers;cultuurmarketing;cultuurmarketingawards;cycletours;denobelaer;derooipannen;detjer;dualinventive;erfgoedfestivalgelderland;feedvalid;fun4cars;gemeentevalkenswaard;granditalia;healthconnect;hetmauritshuis;jozo;krllermller;krllermllermuseum;kunstloc;maastrichtuniversity;mauritshuis;mcgregor;mediamuseum;medians;medipoint;mestmagnl;metesco;nationaalgevangenismuseum;nooteboomtrailers;opvoedinformatienederland;phoenixcultuur;proeftuininternationaliseringbrabant;reef;rocrivor;sensocare;stadstheaterzoetermeer;textielmuseum;thebamboovement;thiememeulenhoff;tno;triora;uwv;uwvhelmondeindhoven;zuiderwaterlinie;zwconnect,model+geo,2,0.17,0.114,0.358,0.186,0.105,0.413,0.5,5,10,0,7,0,1,0,0.4,0.3,,0.714,,1.0,,9,44,84,54,1,10,38,53,18,43,20,15,2,2023,0.352,0.315,0.237,0.208,0.556,0.349,0.15,0.6,0.5,Social media organisch,"Online marketing, performance & CRO",Regionaal (binnen Nederland),"Media, culture & entertainment",Groei & nieuwe markten,Zakelijke afnemers (B2B),Familiebedrijf / gevestigd met historie,True
bliqvangers.nl,after,narrower,2.455,bbqeiland;collaglo;digitalbirds;exorialiqueur;flitsteam;floor8;funkyveganfestival;gehlenzonwering;goodwinwestbay;joyevents;mtctransport;niceey;ontdekplein;quartierlatin;reformedpilatesstudio;rewind;rewindamsterdam;studioskin;tapforaudio;theburgermaffia;theembassy;villabocce,craft+job+channel+geo,4,0.5,0.408,0.438,0.149,0.755,0.5,0.333,2,8,6,11,3,1,1,1.0,0.625,0.5,0.182,1.0,1.0,1.0,1,8,32,22,2,14,6,13,8,17,7,2,3,2023,0.5,0.091,0.667,0.615,0.625,0.235,0.857,0.5,0.333,Social media organisch,Branding & huisstijl,Nederlandse stad of plaats,"Construction, real estate & housing","Merk, huisstijl & verhaal",Zakelijke afnemers (B2B),Familiebedrijf / gevestigd met historie,True
addix.nl,before,control,1.25,agc;carnavalinoeteldonk;endologix;mondzorgclinics;ttedecuve;unilininsulation;zodiacaerospace;zodiacinflightentertainment,geo,1,1.0,0.306,0.556,,,,,,,,,,,,,,,,,,,0,,10,8,,,1,7,3,0,0,0,0,2020,0.25,0.0,1.0,0.429,0.667,,,,,"Branding, campagne & activatie","Grafisch ontwerp, drukwerk & print",Nederland plus buurlanden,,,,,False
customwebsite.nl,before,control,1.727,boosjescom;futuretennisenpadel;kasteelovernachtingennl;knolskoek;lichtpuntnl;lifttex;lopharm;obsbrinkschool;peacesleepersnl;stroomkragt;wolanl,craft+channel+model,3,1.0,0.488,0.333,0.219,0.5,0.722,1.0,,,,,,,,,,,,,,,0,,11,11,,,8,11,3,8,2,6,1,2022,0.0,0.0,1.0,0.636,0.333,0.375,0.5,0.833,1.0,Website & CMS,Website & webdesign,Europa,Retail & e-commerce (general consumer goods),Naamsbekendheid & zichtbaarheid,Webshop consumenten (D2C),Startup / jong / groeiend,False
customwebsite.nl,after,control,1.824,dejonghenduijn;futuretennisenpadel;kasteelovernachtingennl;knolskoek;lichtpuntnl;lifttex;lopharm;obsbrinkschool;peacesleepersnl;stroomkragt;takensbeldervanasten;tegelsanitairstienstra;usportcom;wilpstratechniek;wintersportlive;witteveendakrendement;wolanl,craft+job+channel+model,4,1.0,0.612,0.36,0.163,0.388,0.551,1.0,7,7,2,6,5,2,1,1.0,0.857,0.5,0.5,0.4,0.5,1.0,0,10,18,17,1,7,14,17,5,14,7,7,1,2022,0.0,0.0,1.0,0.765,0.4,0.286,0.571,0.714,1.0,Website & CMS,Website & webdesign,Europa,"Construction, real estate & housing",Website verouderd of nieuw nodig,Webshop consumenten (D2C),Familiebedrijf / gevestigd met historie,False
gladior.com,before,narrower,1.481,aeves;aimsimprove;all4trade;arag;bachrescue;bakkerbart;bluemountain;boekenvanwyzer;bovemij;canonline;certicon;diamant;dibozoo;dragintra;emilfrey;engineer;ergotherapie;eyemed;eyevinci;floorrolluiken;forque;fotoflits;ggdhollandsmidden;ggdhollandsnoorden;hardware;hodes;hollandnautic;ictspecialist;insus;internationalschooltwente;jaarbeurs;jansenchroom;koninklijkenlr;koninklijkevezet;livio;lssawebshop;luttershandel;masterfire;moccamaster;mrfillet;nbz;nibud;nldigital;oranjeconsultancy;osn;pedimarkt;profikozijnen;qts;rekos;saa;sectolin;skafit;slingeland;smitsveldhoven;staffcapital;statusfinance;stayokay;stichtingh3o;stichtinglvo;suurmond;truckland;tshealth;tuinchamp;usva;vanameyde;vetinal;vtc;wastoren;wensink;werkenbijfnv;wrangu;wyzer;xpertdata;yoursole;zaklampnl;zlto;zonnehuisgroepnoord,model+geo,2,0.25,0.243,0.556,0.122,0.278,1.0,0.278,,,,,,,,,,,,,,,0,,81,77,,,4,66,6,35,6,3,6,2024,0.013,0.0,0.25,0.364,0.667,0.2,0.333,1.0,0.333,SEO & organische vindbaarheid,Webshop & e-commerce,Nederlandse stad of plaats,Healthcare & care,Maatwerk software & efficiëntere processen,Gemengd,Omvang in cijfers,False
deptagency.com,after,control,1.718,aegon;algorand;asos;audi;avinafood;barilla;brenntag;cosnova;debijenkorf;dorotheeschumacher;eneco;ergo;eurovision;expedia;foundationmedicine;freitag;gasnetworksireland;google;googlekidsspace;healthserviceexecutive;heinz;hiddenvalleyranch;hmbeyond;jungheinrich;justdiggit;justeattakeawaycom;louispoulsen;myswitzerland;netflix;philips;primephonic;sesamestreet;smart;spotify;sumthing;thebartlettschoolofarchitecture;tonyblairinstitute;underarmour;vangoghmuseum,channel+geo,2,0.389,0.209,0.556,0.104,,,0.5,5,26,2,21,0,0,2,0.6,0.423,0.5,0.19,,,0.5,1,4,41,39,17,35,6,28,3,25,0,0,2,2022,0.0,0.0,0.5,0.393,0.667,0.16,,,0.5,Apps & custom platforms,Apps & maatwerk platforms,Internationaal / wereldwijd,"Media, culture & entertainment",,,Familiebedrijf / gevestigd met historie,True
cornerstones.nl,after,narrower,1.444,barcolichttotaal;brasseriehartighsoed;ceseasy;cfkunststofprofielen;desteigerconcurrent;gemeentegroningen;goedlicht;hetsteenhuys;interrelatiegeschenken;kshkantoorartikelen;kshkantoorspecialisten;laundryuse;leondoro;luthtangenberg;morizodesign;nicecubes;olbaholland;plaggenmarsch;quebix;rickmeinenstudio;rijschooljalving;supremerelatiegeschenken;suprmerelatiegeschenken;tiseca;tuincentrumnoordbarge;underweardistrict;yourizon,channel+geo,2,0.602,0.383,0.44,0.222,0.358,,1.0,8,9,2,1,3,0,0,0.625,0.556,0.5,1.0,0.667,,,0,18,42,27,3,9,16,27,5,6,9,0,2,2023,0.185,0.037,0.75,0.481,0.6,0.333,0.444,,1.0,Webshop & e-commerceplatform,Webshop & e-commerce,Nederlandse stad of plaats,Retail & e-commerce (general consumer goods),Webshop & online verkoop,,Omvang in cijfers,False
boostyour.marketing,before,control,2.556,cafdepieter;cafhallomestreeg;cmtoverkappingen;eclairaffair;jellehamming;somewhereinthemiddle;stichtingtoonhermans;thesandwichclubmestreeg;tob,industry+job+channel+geo,4,0.68,0.219,1.0,0.722,0.52,,0.5,,,,,,,,,,,,,,,0,,16,9,,,5,8,6,6,5,0,2,2025,0.556,0.222,0.8,0.25,1.0,0.833,0.6,,0.5,Social media organisch,Strategie & advies,Nederlandse stad of plaats,"Hospitality, tourism, sports & recreation",Naamsbekendheid & zichtbaarheid,,Startup / jong / groeiend,False
afdelingonline.nl,before,control,2.622,barnwoodweb;bibliotheeknieuwestijl;brabantserfgoed;brabantstad;brabantwater;bravo;cheeriot;creativityworldforum2019;cubordsignmakers;cultuurmarketing;cultuurmarketingawards;cycletours;derooipannen;detjer;dualinventive;erfgoedfestivalgelderland;feedvalid;fun4cars;granditalia;healthconnect;jozo;krllermller;krllermllermuseum;kunstloc;maastrichtuniversity;medians;medipoint;mestmagnl;metesco;nationaalgevangenismuseum;nooteboomtrailers;phoenixcultuur;proeftuininternationaliseringbrabant;reef;rocrivor;sensocare;textielmuseum;thebamboovement;thiememeulenhoff;tno;triora;uwv;uwvhelmondeindhoven;zuiderwaterlinienoordbrabant;zwconnect,model+stage+geo,3,0.218,0.124,0.358,0.165,0.119,0.431,0.556,,,,,,,,,,,,,,,7,,67,45,,,35,44,18,36,19,12,3,2023,0.444,0.378,0.343,0.182,0.556,0.306,0.211,0.583,0.667,Social media organisch,Content & copywriting,Regionaal (binnen Nederland),"Media, culture & entertainment",Groei & nieuwe markten,Zakelijke afnemers (B2B),Startup / jong / groeiend,True
annabel.nl,after,narrower,1.885,acutedeeltijd;amarum;cleantechregio;deboog;drutenenwijchen;erpopen;euroma;fleursportmassage;gemeentenijmegen;gemeentezevenaar;ggnet;gloedcommunicatie;imcweekendschool;prorail;renskedierenvoeding;rijkswaterstaat;satoeurope;travelmagazine;triada;tuincentrumnl;unitedeconomy;vggnet;volkshuisvesting;volkshuisvestingarnhem;werktalent;zevenaar,craft+geo,2,1.0,0.723,1.0,0.185,0.28,1.0,,0,1,0,0,0,0,0,,1.0,,,,,,0,24,42,26,2,2,2,19,4,9,5,1,0,2025,0.538,0.0,1.0,0.842,1.0,0.222,0.4,1.0,,"Content, video & PR","Video, animatie & fotografie",Nederlandse stad of plaats,Healthcare & care,Personeel werven & werkgeversmerk,Dienstverleners,,True
anothersite.nl,before,control,1.55,albertwelvaartfotos;aldodruyf;alphafotografie;armandgelkopf;arnoldjansenfotografie;artencofotografie;artfromearth;artoomittukjr;auditonly;bertvankordelaar;bondvanvolkstuinders;braamtheater;bureaurijopleidingen;chrisgottenbos;cornsparidaens;cradle;cultureelwoordenboek;degrootmasseert;detweedeuitleg;dolphkohnstamm;duopanorama;dutchdigitalart;emotieappgetgrip;energietransitieoostpoort;eraadvancedanalytics;faasstyling;financialfacilityseurope;fineartphotos;fotocaroline;fotowillemsen;franciscaredeker;franselerares;fredvanveluw;gerdienwuestmanonderzoekentekstproductie;haskeillustraties;hermanfotografie;hesselreclame;holkema;honours;hoogheemraadschaphollandsnoorderkwartier;hskenloopbaanadvies;htfotografie;inakooper;inekeruiter;ingridrstzangdocent;inputoutputfotografie;janjeuringfotografie;jilmerpostma;joanveldkamp;jongmanfotografie;josaanraad;jufsiennl;jurjenvis;kaarsenvanjan;karelbaracsdeverhalenman;kinderboerderijdewerf;kinderkamervintage;klapstoelkabaret;koenraadkllmannarchitect;korthalsstuurmantheaterbureau;laboractiva;landzaatadministraties;liesbethwattimuryfotografie;lindagrool;luxphotography;maaikepope;maartenvandevenphotography;marcapersfotografie;nelissenmanagementencursussen;nielsdevriesfotografie;openateliers;patrickrisfotografie;peterfotografie;pietvanwijkpalenhuis;plantenenkadowinkelmariemarie;ploegerproperties;praktijkvoorpsychotherapie;puuramber;puurvoorjou;renknoop;riekskamphuis;rmprojects;robsfoto;sabineheetebrij;schagenparticipatietools;stappenmethode;stichtingreligiegeschiedenisnoordkennemerland;studiomars;synthese;tuchtcollegevoordescheepvaart;tuinparktuinwijck;uitgeverijbelvdere;vandersteltwebtekstredactie;verbeeldingskracht;vurobouwmaterieel;winstwerk;zebrazorg;zone3;zorroproducties;zurcherart,craft+model,2,1.0,1.0,0.242,0.135,,1.0,0.5,,,,,,,,,,,,,,,0,,100,100,,,1,43,16,53,0,4,2,2023,0.0,0.0,1.0,1.0,0.375,0.264,,1.0,0.5,Social media organisch,Website & webdesign,Nederlandse stad of plaats,"Media, culture & entertainment",,Webshop consumenten (D2C),Omvang in cijfers,False
anothersite.nl,after,control,1.495,albertwelvaartfotos;aldodruyf;alphafotografie;armandgelkopf;arnoldjansenfotografie;artencofotografie;artfromearth;artoomittukjr;bertvankordelaar;bondvanvolkstuinders;bureaurijopleidingen;chrisgottenbos;cornsparidaens;cultureelwoordenboek;deblauweruimte;degrootmasseert;detweedeuitleg;dolphkohnstamm;duopanorama;dutchdigitalart;energietransitieoostpoort;eraadvancedanalytics;faasstyling;fineartphotos;fleurwiersmafotografie;fotocaroline;fotoclubfvgvb;fotowillemsen;franciscaredeker;franselerares;fredvanveluw;haskeillustraties;hermanfotografie;hesselreclame;honours;hoogheemraadschaphollandsnoorderkwartier;hskenloopbaanadvies;inakooper;inekeruiter;ingridrstzangdocent;inputoutputfotografie;janjaspertamboer;janjeuringfotografie;jilmerpostma;joanveldkamp;jongmanfotografie;josaanraad;jurjenvis;kaarsenvanjan;karelbaracsdeverhalenman;kinderboerderijdewerf;kinderkamervintage;klapstoelkabaret;kobratheaterproducties;kodama;koninklijkenederlandseverenigingvantechniciopscheepvaartgebied;laboractiva;landzaatadministraties;liesbethwattimuryfotografie;lindagrool;luxphotography;maaikepope;maartenvandevenphotography;marcapersfotografie;marjavlaaraurareadings;mralecart;nielsdevriesfotografie;norbertnederlofhockey;openateliers;peterfotografie;pietvanwijkpalenhuis;ploegerproperties;puuramber;puurvoorjou;renknoop;riekskamphuis;robsfoto;ronderooijmodelfacesphotography;sabineheetebrij;stappenmethode;stichtingreligiegeschiedenisnoordkennemerland;studiomars;synthese;tuchtcollegevoordescheepvaart;tuinparktuinwijck;uitgeverijbelvdere;vandersteltwebtekstredactie;vrouwenvooruit;vurobouwmaterieel;winstwerk;zebrazorg;zorroproducties;zurcherart,craft+model+stage+geo,4,1.0,1.0,0.388,0.156,,1.0,0.556,0,7,3,7,0,0,1,,1.0,1.0,0.286,,,1.0,0,81,93,93,19,12,1,41,14,43,0,4,3,2023,0.0,0.0,1.0,1.0,0.571,0.302,,1.0,0.667,Social media organisch,Website & webdesign,Nederlandse stad of plaats,"Media, culture & entertainment",,Webshop consumenten (D2C),Omvang in cijfers,False
anyscreensize.com,before,narrower,1.0,artlaren;avantec;securesafe;yardenergy,,0,,,,,,,,,,,,,,,,,,,,,,0,,4,4,,,0,0,0,0,0,0,0,2020,0.0,0.0,,,,,,,,,,,,,,,True
